,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
8684,54,2,29,13,1,1,87,1,0,2,15,3,60,0,1,1,99,68,4,2,1,100
1791,88,16,48,12,0,0,100,-7,7,8,12,0,8,0,1,1,79,89,7,1,2,89
3951,320,17,104,18,0,0,94,46,6,6,46,0,17,-8,0,0,3,75,1,2,0,27
7601,142,3,66,37,2,2,90,19,6,3,40,3,23,-7,2,2,24,37,4,4,0,53
8240,604,13,194,43,0,0,91,2,4,6,45,0,36,0,1,1,16,78,12,4,2,74
5734,187,6,86,31,0,0,94,17,6,6,32,1,34,0,1,1,58,77,10,4,4,93
7007,179,13,70,17,0,0,78,1,4,6,18,0,50,4,1,1,57,22,4,2,0,75
9886,181,3,75,35,0,0,92,3,4,6,37,3,32,0,7,7,21,60,3,2,1,55
1814,397,35,108,21,0,0,100,-7,7,8,21,0,14,0,2,2,23,-8,13,-8,1,81
8245,363,8,101,33,1,0,74,8,4,5,35,1,31,0,1,1,31,92,3,2,1,42
9387,205,5,68,15,0,0,87,19,6,6,15,3,33,-8,0,0,5,-8,3,1,0,40
5074,219,2,75,11,0,0,100,-7,7,8,12,1,17,0,0,0,4,-8,3,1,0,57
6930,242,33,115,11,3,0,71,19,6,5,14,0,43,9,0,0,52,-8,3,1,1,100
2507,403,9,149,20,2,2,100,-7,6,8,8,1,30,-7,0,0,17,83,4,2,1,55
2078,178,4,62,38,0,0,95,53,6,6,39,2,15,0,1,1,15,-8,6,-8,1,43
5313,102,3,39,38,1,1,92,6,4,4,39,9,46,0,13,13,20,86,4,14,1,72
8964,259,12,72,32,0,0,100,-7,7,8,34,0,41,0,1,1,4,-8,3,1,0,67
2137,190,5,67,14,2,2,75,15,6,2,17,1,35,0,4,4,0,89,0,1,0,25
24,91,4,55,19,1,1,90,0,0,2,20,2,50,0,2,2,24,81,6,3,1,82
7131,136,6,42,18,0,0,89,17,6,6,18,4,28,0,1,1,44,99,5,2,3,50
4935,314,1,102,25,0,0,100,-7,7,8,26,3,31,0,4,4,13,84,3,4,1,50
5602,427,1,133,6,0,0,100,-7,7,8,7,1,0,0,1,1,5,-8,5,-8,0,71
6559,272,15,95,13,0,0,100,-7,7,8,13,0,31,0,0,0,21,-8,3,1,0,57
575,140,6,84,14,0,0,100,-7,7,8,14,1,29,-7,0,0,6,62,2,2,0,57
3826,188,12,78,30,0,0,100,-7,7,8,30,0,21,2,1,1,0,-8,1,2,1,75
5374,149,2,63,46,0,0,100,-7,7,8,49,4,51,-7,4,4,34,83,4,5,2,75
6556,120,8,63,5,1,0,80,18,6,5,10,1,80,0,5,5,-8,-8,-8,1,-8,100
6570,62,4,20,7,2,2,88,26,6,2,8,4,50,0,1,1,43,77,3,2,0,100
8468,-8,11,86,19,0,0,95,1,4,6,19,1,58,-7,5,5,94,47,6,2,6,89
10354,479,12,128,30,0,0,90,13,6,6,30,0,30,11,0,0,6,50,6,5,1,61
153,190,7,118,34,0,0,82,22,5,6,34,1,50,19,0,0,97,78,6,4,4,100
8171,155,13,70,13,0,0,93,13,6,6,14,0,64,14,0,0,0,-8,0,1,-8,50
1477,220,4,86,42,1,1,98,19,0,6,45,2,9,0,2,2,51,-8,8,1,5,39
8827,119,4,48,23,0,0,96,45,6,6,26,1,62,0,1,1,99,-8,2,-8,2,100
4810,91,1,38,17,1,1,89,21,6,6,18,5,56,0,6,6,26,37,3,4,0,78
5690,331,3,115,8,7,4,50,1,1,2,16,1,19,0,1,1,24,100,2,2,0,44
4253,337,7,112,38,0,0,98,8,4,6,40,1,28,0,1,1,46,81,8,4,3,71
10094,54,25,40,2,0,0,50,22,6,6,2,0,100,-7,4,4,-8,-8,-8,1,-8,100
2941,211,39,121,15,0,0,82,4,4,6,15,0,41,12,0,0,43,45,3,2,0,83
10282,259,2,76,21,1,0,71,1,3,5,25,1,21,-8,0,0,23,25,9,3,0,80
6079,182,7,84,27,0,0,96,5,6,6,28,2,33,15,0,0,8,87,6,3,0,64
4615,161,25,70,14,1,0,80,9,4,5,15,0,60,-7,0,0,97,45,4,3,3,100
5863,49,2,24,19,0,0,95,2,4,6,22,4,18,0,0,0,48,100,6,2,1,67
8850,237,24,117,21,0,0,90,5,4,6,23,0,14,1,1,1,13,100,10,2,0,75
4621,522,16,200,27,0,0,89,36,6,6,27,0,19,-7,0,0,81,68,15,2,7,81
2776,117,37,119,9,1,0,90,22,6,5,18,0,20,-7,0,0,24,-8,5,1,0,100
10426,273,27,145,10,0,0,100,-7,7,8,10,0,20,3,1,1,2,-8,1,1,0,40
6501,231,1,80,29,1,1,97,19,6,4,31,4,42,0,6,5,51,81,7,5,3,63
5132,309,8,126,15,0,0,100,-7,7,8,17,2,53,0,0,0,7,83,3,3,-8,100
5141,145,145,145,2,0,0,50,60,6,6,2,0,100,0,1,1,-8,-8,-8,1,-8,100
3433,90,6,65,51,0,0,100,-7,7,8,17,4,16,4,2,1,14,43,10,3,3,42
2569,211,1,84,24,0,0,100,-7,7,8,62,7,34,-7,6,6,16,91,5,4,1,69
5146,140,6,62,20,2,1,91,32,6,2,23,4,61,0,2,2,99,87,8,4,5,100
1763,65,17,37,10,0,0,91,-7,5,7,11,0,55,0,0,0,99,38,5,2,2,100
1497,132,8,66,21,0,0,95,17,6,6,22,1,27,0,0,0,39,83,7,3,0,83
5248,251,3,77,33,0,0,100,-7,7,8,37,3,35,0,2,2,20,62,7,2,2,69
5781,169,23,76,12,0,0,92,19,6,6,12,0,0,0,1,1,5,-8,3,-8,0,30
1014,166,3,37,16,0,0,100,-7,7,8,16,5,25,0,5,5,66,87,6,2,2,67
2922,294,2,106,22,2,1,92,43,6,4,47,3,16,2,1,1,0,35,2,2,0,44
5799,377,6,110,33,1,0,94,36,6,5,34,3,18,0,0,0,13,67,4,2,2,38
3780,320,0,92,56,0,0,100,-7,7,8,61,5,16,1,4,4,4,56,9,3,1,41
4208,142,2,45,12,0,0,79,5,4,6,14,2,21,0,1,1,30,63,4,2,0,60
4005,196,29,82,21,0,0,100,-7,7,8,35,0,57,17,0,0,2,51,1,4,0,63
4904,215,9,103,14,0,0,100,-7,7,8,14,1,36,8,0,0,14,56,2,1,0,67
2990,242,19,103,15,0,0,100,-7,7,8,18,0,19,-8,0,0,18,-8,6,1,0,70
7969,180,6,73,21,1,0,82,2,4,5,22,2,45,1,1,1,5,70,6,7,0,81
2309,277,9,98,28,0,0,93,4,4,6,9,2,39,-7,0,0,71,90,7,2,5,69
8627,197,47,104,18,0,0,100,-7,7,8,18,0,11,-8,0,0,3,-8,2,-8,0,20
6009,170,7,67,12,1,0,60,38,6,5,15,2,40,7,0,0,71,-8,3,2,2,71
8577,199,3,83,21,0,0,100,-7,7,8,21,2,43,7,0,0,2,-8,5,1,0,75
2009,173,11,59,7,1,1,100,-7,7,8,8,1,43,0,0,0,69,-8,1,1,0,100
10058,406,1,146,10,0,0,100,-7,7,8,11,1,36,-7,0,0,0,-8,2,1,-8,60
63,126,9,78,18,0,0,100,-7,7,8,18,1,83,0,0,0,0,64,1,3,-8,80
281,164,8,71,25,1,0,92,7,4,6,26,3,38,0,3,3,58,84,3,3,0,67
8157,232,5,92,10,0,0,100,-7,7,8,12,1,70,-8,0,0,0,83,0,3,0,60
645,325,2,107,13,0,0,100,-7,7,8,14,2,29,1,1,1,19,98,4,3,0,70
6839,206,6,65,43,0,0,100,-7,7,8,44,1,34,0,1,1,66,60,7,3,4,91
9438,129,11,52,10,0,0,100,-7,7,8,10,1,60,0,1,1,6,95,2,3,-8,83
2203,380,5,109,24,0,0,100,-7,7,8,24,1,4,0,1,1,1,-8,3,1,0,27
3062,146,3,41,37,0,0,100,-7,7,8,41,4,24,4,1,1,75,75,15,2,5,90
10204,139,22,72,18,0,0,100,-7,7,8,16,0,22,-8,0,0,20,82,1,2,0,43
2898,247,21,99,28,0,0,100,-7,7,8,32,0,32,15,0,0,20,30,5,3,1,67
4599,99,2,44,45,0,0,98,-7,5,7,48,6,48,-7,2,2,91,92,7,10,3,94
2338,156,1,62,32,0,0,100,-7,7,8,17,4,15,-7,1,1,76,-8,13,1,3,89
2755,211,7,85,38,0,0,97,51,6,6,38,1,8,-7,1,1,0,-8,1,-8,0,4
216,399,27,174,5,0,0,100,-7,7,8,5,0,0,2,1,1,0,-8,0,-8,0,0
4205,112,2,42,17,1,1,94,53,6,6,18,2,61,0,0,0,39,99,1,4,0,83
6848,339,2,89,33,2,1,92,36,6,3,38,5,32,2,2,2,23,72,6,4,1,77
6309,137,1,56,22,1,0,92,36,6,5,24,3,21,7,0,0,3,-8,3,1,0,50
3067,43,5,72,29,0,0,100,-7,7,8,5,4,17,0,2,2,5,-8,5,1,0,40
4056,298,5,71,24,0,0,96,81,6,6,47,6,13,0,2,2,29,-8,3,1,1,36
801,259,21,119,7,2,0,67,1,3,5,9,0,11,11,0,0,89,25,5,1,2,86
3525,141,3,25,12,3,3,100,-7,6,8,18,1,50,0,7,7,16,65,3,4,0,78
611,129,3,70,22,0,0,96,44,6,6,23,3,13,-7,1,1,47,11,3,2,0,71
8360,541,14,156,21,0,0,100,-7,7,8,23,0,22,0,0,0,0,-8,1,1,0,29
2913,214,5,92,38,0,0,95,4,4,6,79,2,21,1,6,6,26,76,5,2,3,33
8815,364,35,165,14,0,0,100,-7,7,8,14,0,36,3,1,1,6,48,2,3,0,67
7322,346,3,94,38,1,1,85,23,5,6,40,2,26,0,1,1,36,18,9,2,1,69
10257,69,5,35,25,0,0,100,-7,7,8,25,5,8,0,4,4,63,64,17,2,6,90
9887,261,15,110,10,1,1,100,-7,7,8,11,0,30,0,0,0,41,-8,3,2,0,71
9449,313,21,119,18,2,1,64,3,3,4,22,0,36,0,1,1,55,56,6,2,5,75
3643,75,2,30,27,0,0,100,-7,7,8,37,6,17,5,0,0,30,65,13,4,0,67
2016,274,2,94,49,0,0,94,21,6,6,52,2,10,0,1,1,43,77,19,3,5,64
290,219,4,88,23,0,0,100,-7,7,8,24,3,46,0,1,1,45,88,6,2,1,89
6970,371,12,123,19,0,0,95,63,6,6,20,0,26,1,3,3,91,60,8,3,7,100
6278,399,43,150,30,0,0,100,-7,7,8,30,0,3,-8,0,0,1,-8,4,1,0,33
3755,279,4,86,45,0,0,98,69,6,6,23,1,30,4,1,1,43,76,10,2,4,60
9795,159,2,62,11,2,1,53,12,6,3,17,4,29,0,1,1,38,92,3,1,0,44
8329,274,30,154,12,0,0,100,-7,7,8,12,0,25,-8,0,0,17,52,3,2,0,71
5064,158,12,86,11,4,2,60,40,6,3,15,0,60,0,0,0,60,61,2,4,1,86
4511,213,1,149,15,0,0,89,18,6,6,18,2,28,-7,0,0,58,-8,5,-8,1,63
95,311,11,103,39,0,0,98,-8,6,6,42,1,36,0,0,0,46,73,5,4,1,69
1592,187,6,70,32,0,0,100,-7,7,8,32,5,28,0,0,0,20,81,6,3,1,47
1499,165,15,83,9,1,1,100,-7,5,8,10,0,44,0,0,0,92,-8,3,1,1,100
1494,233,4,72,23,0,0,100,-7,7,8,23,1,35,0,0,0,16,40,3,3,0,67
1534,259,4,108,10,7,7,100,-7,6,8,14,4,10,0,2,2,18,-8,3,1,1,67
4362,184,4,58,18,0,0,100,-7,7,8,18,4,33,0,0,0,6,-8,2,1,1,50
7420,82,7,46,33,0,0,100,-7,7,8,34,3,32,0,0,0,46,81,7,4,2,73
3413,173,12,78,24,1,0,73,5,4,5,26,0,42,0,2,1,43,99,4,9,1,74
3970,-8,24,111,20,0,0,100,-7,7,8,0,0,10,8,0,0,1,-8,2,-8,0,40
1706,76,1,26,14,3,0,83,56,6,5,18,7,67,0,2,2,61,92,6,4,1,100
4563,73,6,36,16,0,0,94,36,6,6,16,3,75,-7,1,1,10,63,2,5,0,88
3226,235,2,105,67,0,0,100,-7,7,8,47,4,3,1,1,1,9,13,11,1,0,42
7989,219,2,69,44,1,1,100,-7,6,8,48,3,17,1,2,2,10,28,2,4,2,43
166,179,4,68,32,1,1,97,50,6,3,33,5,21,1,5,5,43,45,12,4,3,76
9729,150,7,79,49,1,1,100,-7,6,8,49,1,39,0,4,4,6,-8,5,1,2,33
9501,86,3,31,22,0,0,100,-7,7,8,22,8,45,0,3,2,64,91,3,6,1,75
9532,321,11,110,27,0,0,93,17,6,6,29,1,48,0,1,1,44,38,9,4,1,93
441,132,6,74,12,1,0,86,5,4,5,14,1,43,0,0,0,74,48,3,2,2,75
6508,174,19,94,20,0,0,100,-7,7,8,20,0,25,0,1,1,55,61,7,2,1,90
5272,271,10,76,22,0,0,100,-7,7,8,24,1,46,0,0,0,70,43,8,4,3,100
7200,331,18,137,20,0,0,95,45,6,6,21,0,10,0,3,3,14,-8,5,-8,1,36
2992,-8,21,158,7,0,0,100,-7,7,8,0,0,14,21,0,0,32,-8,1,1,0,33
8087,201,12,67,25,2,1,85,0,0,5,26,0,31,12,0,0,16,77,3,4,1,58
4655,127,2,53,40,0,0,95,9,4,6,41,6,41,0,11,11,40,98,7,4,3,85
909,151,2,68,51,0,0,100,-7,7,8,53,4,17,3,4,3,11,-8,3,1,1,31
4241,146,7,76,30,0,0,100,-7,7,8,30,2,33,0,0,0,41,-8,5,1,2,75
8968,212,8,60,19,0,0,96,4,4,6,25,4,60,0,0,0,77,71,5,6,2,92
1832,52,13,30,10,1,0,73,7,3,5,11,0,45,0,1,1,46,122,1,4,-8,56
2621,398,3,110,17,0,0,82,3,4,6,16,4,47,-7,2,2,74,29,4,3,2,88
2508,227,9,30,7,1,0,88,13,6,5,22,2,50,-7,0,0,96,-8,4,1,1,100
209,340,8,106,25,0,0,96,7,4,6,25,1,56,4,1,1,6,77,2,3,0,56
5385,179,8,81,21,0,0,62,0,4,6,21,3,14,-7,2,2,92,86,11,3,10,94
6212,114,3,52,20,0,0,85,32,6,6,22,6,5,2,2,2,22,-8,9,1,1,71
6864,205,1,82,21,0,0,100,-7,7,8,22,2,41,1,2,2,1,-8,1,1,0,33
2410,192,4,40,12,0,0,100,-7,7,8,12,2,29,-7,1,1,8,14,3,2,0,56
453,91,16,54,4,6,2,27,12,6,3,11,0,55,0,8,8,104,86,2,1,1,100
1631,141,6,73,25,0,0,92,52,6,6,26,2,54,0,0,0,81,96,6,3,5,90
5451,140,12,80,11,0,0,73,17,5,6,11,0,55,12,0,0,87,-8,4,1,3,100
2892,398,36,127,9,0,0,100,-7,7,8,12,0,22,0,5,5,0,-8,1,1,-8,50
363,483,35,110,28,0,0,90,25,6,6,29,0,31,0,6,6,0,-8,3,1,0,44
5045,134,1,59,32,0,0,100,-7,7,8,39,6,41,0,4,4,14,95,2,4,1,40
9417,59,3,36,8,1,1,89,7,3,4,9,2,56,3,1,1,4,77,2,3,0,83
2683,393,6,107,28,0,0,100,-7,7,8,22,2,29,-7,0,0,0,-8,6,2,0,44
4992,336,2,86,26,3,2,83,4,0,2,30,2,20,14,1,1,63,55,12,3,2,84
7108,170,8,62,22,0,0,100,-7,7,8,24,4,54,0,2,2,27,79,3,6,1,69
9224,200,7,90,23,2,2,100,-7,6,8,24,1,42,22,0,0,17,74,2,2,1,80
5241,192,63,148,7,0,0,100,-7,7,8,7,0,71,0,1,1,-8,-8,-8,1,-8,100
4046,162,10,98,10,0,0,100,-7,7,8,15,1,20,9,0,0,0,-8,4,1,1,100
8494,-8,4,76,31,0,0,100,-7,7,8,33,3,27,-7,1,1,22,41,5,3,1,53
3129,146,14,73,8,0,0,75,5,4,6,57,0,38,22,0,0,0,-8,0,1,-8,50
2058,198,5,49,8,2,0,77,36,6,2,13,3,38,0,1,1,94,61,4,2,3,100
5908,286,15,105,18,0,0,100,-7,7,8,18,0,0,-7,0,0,1,-8,2,-8,0,20
318,149,13,80,13,0,0,100,-7,7,8,13,0,85,0,1,1,0,87,0,2,-8,67
8452,162,1,49,22,0,0,92,40,6,6,24,6,33,0,8,6,69,97,6,2,2,89
3674,204,36,121,28,0,0,100,-7,7,8,3,0,25,0,2,1,58,-8,7,2,4,69
6855,93,2,47,29,0,0,100,-7,7,8,33,7,48,2,5,5,22,90,3,4,0,78
9104,151,2,62,18,0,0,100,-7,7,8,19,1,47,-7,2,2,16,60,4,7,0,79
6780,282,7,93,8,0,0,78,22,6,6,9,1,22,-8,0,0,31,-8,3,1,0,83
2501,-8,2,56,12,0,0,71,5,4,6,0,2,50,-7,1,1,19,42,1,2,1,60
6447,132,2,60,19,1,1,100,-7,6,8,20,2,35,0,2,2,43,95,6,2,0,89
7264,177,5,67,22,1,1,100,-7,7,8,23,3,32,0,1,1,66,85,5,2,2,80
10111,536,48,142,21,0,0,100,-7,7,8,21,0,19,-7,0,0,6,-8,4,-8,0,40
1614,358,36,157,4,1,0,80,55,6,5,5,0,0,0,0,0,0,-8,0,-8,0,0
6157,268,3,96,41,0,0,98,46,6,6,41,1,41,2,5,5,7,83,2,5,0,58
9700,298,2,127,27,0,0,97,77,6,6,29,1,45,-8,0,0,62,79,5,4,0,90
7767,143,2,49,11,0,0,83,7,4,6,12,2,25,0,5,5,53,76,2,1,1,43
3142,23,8,56,4,2,1,67,16,6,4,1,1,33,1,2,2,92,75,1,1,-8,67
71,409,7,94,38,0,0,100,-7,7,8,39,2,18,0,1,1,27,69,11,2,2,72
8079,109,62,87,8,0,0,100,-7,7,8,8,0,50,-8,0,0,0,3,0,1,0,50
10136,150,1,50,23,0,0,92,3,4,6,26,2,46,10,0,0,33,100,2,3,1,50
9746,239,4,132,10,1,0,91,30,6,5,11,3,36,5,1,1,11,-8,2,2,0,80
3470,268,51,51,1,0,0,100,-7,7,8,18,0,0,-8,1,0,8,-8,1,-8,-8,100
75,134,2,63,35,0,0,93,32,6,6,40,3,40,0,0,0,22,55,5,4,0,60
6537,8,7,8,3,1,1,100,-7,7,8,4,3,0,0,1,1,29,-8,2,-8,1,67
2951,176,4,86,34,2,1,89,3,0,5,33,2,14,3,1,1,16,33,11,3,0,67
6978,215,5,80,38,0,0,100,-7,7,8,39,2,16,12,0,0,2,-8,1,2,0,21
4913,45,5,28,16,0,0,100,-7,7,8,16,2,19,0,10,10,47,-8,6,-8,2,75
6587,165,3,70,10,2,1,85,62,6,2,13,1,54,0,2,2,90,-8,5,1,2,100
3442,98,2,81,18,0,0,84,16,6,6,14,1,16,2,3,3,36,-8,3,1,1,67
2112,75,8,33,17,0,0,88,2,4,6,17,1,18,0,0,0,32,-8,3,1,2,44
4868,323,7,106,21,5,4,77,11,0,5,23,2,9,14,0,0,27,71,5,2,1,50
7764,126,1,53,31,0,0,100,-7,7,8,33,3,24,11,0,0,2,59,3,2,0,56
7810,172,7,79,24,0,0,96,5,4,6,24,1,29,7,0,0,23,97,5,2,1,53
5087,172,1,64,17,0,0,89,22,6,6,18,1,33,3,1,1,46,64,7,2,2,75
8364,271,23,82,23,0,0,100,-7,7,8,26,0,38,0,0,0,11,-8,2,2,0,44
1781,185,8,67,38,0,0,95,7,4,6,38,2,24,0,0,0,19,-8,8,1,4,60
9350,143,1,60,33,0,0,100,-7,7,8,36,3,29,0,4,4,80,76,7,6,4,83
1927,21,1,11,1,0,0,100,-7,7,8,2,1,50,0,0,0,0,-8,0,1,-8,50
9649,221,11,87,25,0,0,100,-7,7,8,25,1,32,11,0,0,15,36,6,3,0,69
6315,166,3,92,10,0,0,100,-7,7,8,10,1,40,0,2,2,0,96,0,1,0,25
1721,178,3,73,27,0,0,90,23,6,6,30,4,52,0,0,0,73,69,3,3,1,86
1609,243,17,94,15,0,0,100,-7,7,8,15,0,27,0,1,1,8,94,1,1,0,25
6680,197,7,60,43,0,0,100,-7,7,8,54,1,44,-7,1,1,103,70,14,11,4,100
2479,265,22,68,7,0,0,71,3,4,6,14,0,29,-7,0,0,79,-8,2,1,1,75
5176,139,7,73,24,1,1,96,38,6,6,25,1,24,4,1,1,48,92,5,2,1,70
4495,354,17,117,21,0,0,100,-7,7,8,21,0,62,-7,0,0,15,-8,2,3,0,71
2622,376,23,179,43,5,1,79,2,3,2,53,0,13,-7,0,0,68,35,24,4,7,91
6629,246,7,105,22,0,0,91,13,6,6,23,1,32,-7,0,0,19,-8,4,1,0,38
9763,378,10,120,29,0,0,100,-7,7,8,30,2,33,0,0,0,2,84,5,3,0,57
8957,42,2,17,13,2,2,93,-7,5,7,16,4,43,0,1,1,52,82,6,4,1,91
1942,119,5,60,8,1,1,78,8,4,3,9,1,67,0,0,0,115,78,1,2,1,75
2393,173,6,85,12,0,0,100,-7,7,8,10,2,46,-7,0,0,93,13,3,4,3,100
2480,75,4,38,27,0,0,96,36,6,6,9,4,30,-7,1,1,64,85,8,5,2,70
3737,172,19,87,22,0,0,100,-7,7,8,49,0,23,18,0,0,14,-8,2,2,0,40
9938,243,5,87,16,0,0,100,-7,7,8,16,4,44,0,1,1,9,100,2,2,0,57
1969,159,11,74,2,1,1,33,11,1,3,3,1,100,0,0,0,-8,-8,-8,1,-8,100
8578,265,6,79,28,0,0,100,-7,7,8,30,2,53,8,0,0,96,92,2,4,2,88
8640,156,1,77,31,0,0,100,-7,7,8,37,2,39,0,4,4,13,-8,1,2,0,33
4463,140,13,44,7,0,0,100,-7,7,8,7,0,71,-7,0,0,82,69,2,2,1,100
10271,167,15,80,2,2,0,50,22,6,5,4,0,25,2,1,1,0,-8,0,1,0,50
4227,58,3,22,16,0,0,100,-7,7,8,16,5,19,0,4,4,66,95,10,2,2,86
6151,291,13,155,31,0,0,100,-7,7,8,31,0,6,0,1,1,21,80,7,1,1,42
9355,216,2,86,18,5,1,60,42,6,4,25,2,36,0,4,3,40,58,1,4,1,60
98,211,20,103,13,0,0,100,-7,7,8,14,0,57,-7,0,0,0,19,2,3,0,71
7696,150,19,69,12,0,0,100,-7,7,8,12,0,33,-8,0,0,2,55,1,2,0,43
1487,85,2,60,7,1,1,78,27,6,4,9,2,44,0,0,0,5,-8,3,1,-8,80
3583,368,10,44,25,0,0,92,4,4,6,40,1,16,9,0,0,41,74,10,3,2,65
8949,208,4,118,16,1,0,89,1,4,5,18,2,33,0,1,1,69,66,6,4,3,100
6835,210,10,94,44,0,0,98,19,6,6,45,1,27,0,1,1,8,48,3,3,0,38
8777,100,3,37,9,0,0,100,-7,7,8,9,3,22,-7,1,1,0,99,3,1,0,67
6934,431,4,84,33,0,0,100,-7,7,8,34,3,12,7,0,0,17,84,4,1,0,71
3428,52,3,17,10,0,0,100,-7,7,8,10,6,60,0,4,4,4,71,1,5,0,75
10287,132,2,53,10,1,0,85,23,6,5,13,2,46,0,1,1,36,85,4,2,1,100
9153,238,40,148,31,0,0,100,-7,7,8,31,0,19,-7,0,0,65,70,15,1,6,94
7939,263,2,88,24,1,1,96,3,4,6,26,3,62,0,0,0,25,68,5,4,-8,90
2249,32,2,89,20,0,0,100,-7,5,7,3,1,18,-7,0,0,14,22,4,1,0,83
4567,159,3,62,29,0,0,86,1,4,6,29,6,48,-7,1,1,9,69,2,6,2,57
3623,83,4,61,22,0,0,100,-7,7,8,19,5,41,4,1,1,4,91,3,2,0,56
4384,233,25,109,14,0,0,100,-7,7,8,14,0,21,0,0,0,48,36,3,2,2,45
5429,167,16,87,12,1,1,75,34,6,6,12,0,33,9,0,0,50,151,3,2,1,71
8490,-8,3,50,4,1,1,80,14,6,2,5,2,0,-7,0,0,74,-8,4,-8,3,100
640,166,7,92,10,0,0,100,-7,7,8,10,1,40,6,0,0,44,83,2,2,0,80
10037,319,2,83,24,1,0,88,9,3,5,28,3,37,-7,1,1,6,100,3,2,0,42
3261,10,9,77,12,2,1,71,17,6,4,2,2,86,-8,0,0,-8,88,-8,2,-8,100
9866,158,11,79,12,0,0,83,0,4,6,12,1,17,0,2,2,98,54,4,2,3,100
7169,319,10,95,32,0,0,100,-7,7,8,35,2,23,0,0,0,19,89,5,1,0,50
6172,23,4,15,9,0,0,100,-7,7,8,9,3,67,1,3,2,84,76,2,6,2,89
5873,303,1,104,35,0,0,94,61,6,6,36,1,31,-7,0,0,45,61,7,4,3,61
2917,-8,9,47,29,1,1,97,55,6,2,0,1,26,4,2,2,14,-8,5,1,0,39
8305,152,5,60,16,2,0,70,1,4,5,20,2,50,2,10,10,46,80,2,6,1,80
5330,227,2,58,37,0,0,91,24,6,6,45,6,78,0,0,0,0,90,0,7,0,58
8813,124,4,36,12,2,2,92,42,6,6,12,3,75,22,0,0,99,91,1,3,1,100
9070,212,3,62,16,2,0,72,12,6,5,20,1,44,-7,2,2,66,89,3,5,2,73
8649,212,1,56,32,0,0,100,-7,7,8,36,11,36,1,4,4,19,91,7,2,0,75
4971,177,4,52,25,0,0,96,27,6,6,26,1,23,3,3,3,14,77,4,3,0,62
7348,41,11,22,3,0,0,100,-7,7,8,3,1,67,0,0,0,-8,90,-8,1,-8,100
8832,320,25,121,33,0,0,88,18,6,6,34,0,27,14,0,0,52,47,12,4,3,76
8056,197,21,88,8,1,0,55,3,3,5,11,0,36,1,2,2,6,-8,1,-8,0,17
760,395,1,99,20,0,0,100,-7,7,8,22,3,14,2,1,1,42,-8,4,1,2,45
608,207,20,100,33,0,0,91,5,4,6,33,0,39,-7,0,0,51,81,9,2,2,79
9734,291,64,154,32,0,0,100,-7,7,8,35,0,23,1,4,3,1,-8,2,2,0,57
999,240,4,64,20,1,0,86,45,6,5,21,2,10,4,1,1,67,-8,6,1,3,70
4480,156,4,71,13,3,2,75,6,0,2,16,1,56,-7,1,1,95,49,2,2,1,100
5273,176,6,83,29,0,0,94,1,4,6,31,2,35,0,0,0,67,22,9,3,3,86
10072,204,14,86,18,0,0,100,-7,7,8,18,0,17,-7,0,0,3,-8,4,1,0,56
2145,190,19,68,37,0,0,100,-7,7,8,41,0,7,0,0,0,41,-8,14,1,7,63
8664,214,2,81,60,1,1,95,32,6,6,68,3,35,0,2,2,13,63,5,4,0,47
715,265,3,98,50,2,2,86,1,4,6,51,1,25,11,0,0,62,69,8,4,3,65
5693,168,2,85,23,0,0,96,13,6,6,24,3,17,0,0,0,40,95,7,2,0,64
3486,233,11,72,6,0,0,100,-7,7,8,13,1,33,-8,0,0,0,-8,0,1,0,25
4559,266,7,118,12,1,1,100,-7,6,8,12,1,8,-7,1,1,1,-8,4,1,0,42
5188,215,14,63,20,0,0,96,31,6,6,25,0,32,0,1,1,0,-8,1,1,0,20
3232,156,6,60,28,0,0,100,-7,7,8,29,3,32,9,0,0,42,93,5,1,0,67
7074,82,6,32,24,2,2,100,-7,0,8,24,4,33,4,2,2,26,98,4,2,0,50
10245,282,1,92,37,0,0,100,-7,7,8,38,2,11,1,1,1,1,67,10,1,0,44
9296,92,9,39,23,0,0,100,-7,7,8,24,1,29,8,0,0,73,-8,8,1,2,83
647,432,14,115,24,0,0,96,7,4,6,24,0,21,0,4,4,13,-8,7,2,0,63
10215,186,7,72,6,0,0,100,-7,7,8,6,1,33,0,3,3,17,46,1,2,0,75
10064,387,4,123,22,1,1,96,57,6,4,23,1,35,-7,1,1,31,94,7,3,1,83
10128,74,44,59,3,0,0,100,-7,7,8,3,0,33,-8,0,0,16,88,1,1,0,67
8528,-8,6,46,9,0,0,100,-7,7,8,10,1,50,14,0,0,58,75,2,2,1,67
1673,216,5,89,50,0,0,96,44,5,6,51,2,43,0,3,2,88,56,12,7,8,90
3132,286,4,57,6,0,0,100,-7,7,8,14,1,33,3,2,2,14,-8,1,-8,0,33
